TreeID,Dist,Region,RegionRemark,TreeType,Diameter_cm,TreeHeight_m,SurveyDate,TWD97X,TWD97Y,elev_m,elev_band,height_valid,diameter_valid,within_taipei,analysis_ready
DT0820010073,大同區,玉門街,玉門街西側,風鈴木,9,5.6,2022-11-14,302510.33,2773946.93,6.0,都市平地,1,1,1,1
DT0820010074,大同區,玉門街,玉門街西側,風鈴木,9,6.1,2022-11-14,302511.25,2773956.74,6.0,都市平地,1,1,1,1
DT0820010075,大同區,玉門街,玉門街西側,風鈴木,9,5.5,2022-11-14,302512.5,2773966.05,6.0,都市平地,1,1,1,1
DT0820010076,大同區,玉門街,玉門街西側,風鈴木,6,6.9,2022-11-14,302514.34,2773976.29,6.0,都市平地,1,1,1,1
DT0820010077,大同區,玉門街,玉門街西側,風鈴木,13,5.2,2022-11-14,302515.69,2773986.05,6.0,都市平地,1,1,1,1
DT0820010078,大同區,玉門街,玉門街西側,風鈴木,7,4.4,2022-11-14,302517.05,2773996.22,6.0,都市平地,1,1,1,1
DT0820010079,大同區,玉門街,玉門街西側,風鈴木,10,5.2,2022-11-14,302518.91,2774005.83,7.0,都市平地,1,1,1,1
DT0820010080,大同區,玉門街,玉門街西側,風鈴木,13,7.5,2022-11-14,302521.21,2774015.88,6.0,都市平地,1,1,1,1
DT1340010008,大同區,赤峰街,,番石榴,7.27,6.5,2023-02-09,302422.69,2771933.54,2.0,都市平地,1,1,1,1
DT1340010011,大同區,塔城街,,風鈴木,3.08,8.7,2022-12-14,301448.96,2771266.65,2.0,都市平地,1,1,1,1
DT1340010012,大同區,塔城街,,風鈴木,3.28,8.2,2022-12-14,301449.98,2771271.96,2.0,都市平地,1,1,1,1
DT1340010013,大同區,塔城街,,風鈴木,3.13,6.4,2022-12-14,301451.16,2771276.76,2.0,都市平地,1,1,1,1
DT1340010014,大同區,塔城街,,風鈴木,2.53,8.1,2022-12-14,301451.92,2771281.73,2.0,都市平地,1,1,1,1
DT1340010015,大同區,塔城街,,風鈴木,4.13,9.5,2022-12-14,301452.76,2771286.61,2.0,都市平地,1,1,1,1
DT1340021002,大同區,塔城街,塔城街,風鈴木,16,6.3,2022-12-14,301488.12,2771269.75,2.0,都市平地,1,1,1,1
DT1340021003,大同區,塔城街,塔城街,風鈴木,15,8.1,2022-12-14,301489.61,2771274.55,2.0,都市平地,1,1,1,1
DT1340021004,大同區,塔城街,塔城街,風鈴木,14,6.6,2022-12-14,301492.31,2771287.77,2.0,都市平地,1,1,1,1
DT1340021005,大同區,塔城街,塔城街,風鈴木,17,8,2022-12-14,301494.27,2771294.12,2.0,都市平地,1,1,1,1
DT1340021006,大同區,塔城街,塔城街,風鈴木,26,9.9,2022-12-14,301508.79,2771357.1,2.0,都市平地,1,1,1,1
DT1340021007,大同區,塔城街,塔城街,風鈴木,18,8.3,2022-12-14,301514.04,2771380.23,2.0,都市平地,1,1,1,1
DT1340021008,大同區,塔城街,塔城街,風鈴木,18,8.2,2022-12-14,301515.56,2771387.08,2.0,都市平地,1,1,1,1
DT1340021009,大同區,塔城街,塔城街,風鈴木,18,6.7,2022-12-14,301517.17,2771393.9,2.0,都市平地,1,1,1,1
DT1340031001,大同區,塔城街,塔城街,風鈴木,16,8.6,2022-12-14,301490.45,2771398.87,2.0,都市平地,1,1,1,1
DT1340031002,大同區,塔城街,塔城街,風鈴木,16,7.6,2022-12-14,301489.48,2771394.05,2.0,都市平地,1,1,1,1
DT1340031003,大同區,塔城街,塔城街,風鈴木,16,11,2022-12-14,301488.04,2771387.35,2.0,都市平地,1,1,1,1
DT1340031006,大同區,塔城街,塔城街,風鈴木,16,8.4,2022-12-14,301463.43,2771281.33,2.0,都市平地,1,1,1,1
DT1340031007,大同區,塔城街,塔城街,風鈴木,16,9.9,2022-12-14,301462.96,2771278.31,2.0,都市平地,1,1,1,1
DT1340031008,大同區,塔城街,塔城街,風鈴木,16,7.4,2022-12-14,301461.78,2771273.4,2.0,都市平地,1,1,1,1
DT1340031009,大同區,塔城街,塔城街,風鈴木,16,8.2,2022-12-14,301460.4,2771267.79,2.0,都市平地,1,1,1,1
DT1340031010,大同區,塔城街,塔城街,風鈴木,16,7.4,2022-12-14,301458.84,2771261.37,2.0,都市平地,1,1,1,1
DT1340031011,大同區,塔城街,塔城街,風鈴木,16,8.5,2022-12-14,301449.25,2771245.95,2.0,都市平地,1,1,1,1
DT1340031012,大同區,塔城街,塔城街,風鈴木,4,4.3,2022-12-14,301443.99,2771247.06,2.0,都市平地,1,1,1,1
DT1340031013,大同區,塔城街,塔城街,風鈴木,16,8.1,2022-12-14,301437.09,2771248.05,2.0,都市平地,1,1,1,1
DA0011310001,大安區,忠孝東路三段,,白千層,22.6,11.2,2023-07-24,304750.19,2770483.65,5.0,都市平地,1,1,1,1
DA0011310003,大安區,忠孝東路三段,,白千層,10.2,5.7,2023-07-18,303964.47,2770524.19,5.0,都市平地,1,1,1,1
DA0011310004,大安區,忠孝東路三段,,蘭嶼烏心石,6.2,4.1,2023-07-24,304476.58,2770486.18,5.0,都市平地,1,1,1,1
DA0011310005,大安區,忠孝東路三段,,蘭嶼烏心石,8.5,5,2023-07-24,304483.32,2770486.15,5.0,都市平地,1,1,1,1
DA0011310006,大安區,忠孝東路三段,,白千層,24.4,10.5,2023-07-24,304757.69,2770483.77,6.0,都市平地,1,1,1,1
DA0011310007,大安區,忠孝東路三段,,白千層,25.2,10.6,2023-07-24,304765.42,2770483.37,5.0,都市平地,1,1,1,1
DA0011310008,大安區,忠孝東路三段,,蘭嶼烏心石,10.6,5,2023-07-24,304321.04,2770519.49,5.0,都市平地,1,1,1,1
DA0011310009,大安區,忠孝東路三段,,白千層,20.6,9.5,2023-07-24,304772.88,2770483.34,5.0,都市平地,1,1,1,1
DA0011310010,大安區,忠孝東路三段,,白千層,39.5,10.4,2023-07-21,304576.18,2770517.1,5.0,都市平地,1,1,1,1
DA0011310011,大安區,忠孝東路三段,,蘭嶼烏心石,7.4,5.6,2023-07-24,304595.77,2770516.98,5.0,都市平地,1,1,1,1
DA0011310012,大安區,忠孝東路三段,,白千層,17.8,6.9,2023-07-19,304440.86,2770486.4,5.0,都市平地,1,1,1,1
DA0011310014,大安區,忠孝東路三段,,蘭嶼烏心石,23.4,11.8,2023-07-24,304686.01,2770516.44,6.0,都市平地,1,1,1,1
DA0011310015,大安區,忠孝東路三段,,蘭嶼烏心石,15.29,7.3,2023-07-18,304098.62,2770503.08,5.0,都市平地,1,1,1,1
DA0011310016,大安區,忠孝東路三段,,白千層,11.9,7.4,2023-07-18,303803.3,2770549.49,5.0,都市平地,1,1,1,1
DA0011310017,大安區,忠孝東路三段,,木棉,34.9,10.2,2023-07-18,304117.98,2770516.76,5.0,都市平地,1,1,1,1
DA0011311001,大安區,忠孝東路三段,,木棉,17,4,2023-07-19,303852.63,2770557.52,5.0,都市平地,1,1,1,1
DA0011311002,大安區,忠孝東路三段,,木棉,17,5.8,2023-07-19,303853.77,2770557.44,5.0,都市平地,1,1,1,1
DA0011311003,大安區,忠孝東路三段,,木棉,16,3.3,2023-07-19,303855.58,2770557.16,5.0,都市平地,1,1,1,1
DA0011311004,大安區,忠孝東路三段,,木棉,14,4.4,2023-07-19,303856.52,2770557,5.0,都市平地,1,1,1,1
DA0011311005,大安區,忠孝東路三段,,木棉,18,6.4,2023-07-19,303859.59,2770556.65,5.0,都市平地,1,1,1,1
DA0011311006,大安區,忠孝東路三段,,木棉,17,5.6,2023-07-19,303862.54,2770556.32,5.0,都市平地,1,1,1,1
DA0011311007,大安區,忠孝東路三段,,木棉,15,6.8,2023-07-19,303865.5,2770555.67,5.0,都市平地,1,1,1,1
DA0011311008,大安區,忠孝東路三段,,木棉,17,7,2023-07-19,303867.65,2770555.81,5.0,都市平地,1,1,1,1
DA0011311009,大安區,忠孝東路三段,,木棉,17,6.6,2023-07-19,303870.94,2770555.59,5.0,都市平地,1,1,1,1
DA0011311010,大安區,忠孝東路三段,,木棉,17,7.5,2023-07-19,303872.77,2770554.53,5.0,都市平地,1,1,1,1
DA0011311011,大安區,忠孝東路三段,,木棉,24,6.5,2023-07-19,303874.89,2770554.96,5.0,都市平地,1,1,1,1
DA0011311012,大安區,忠孝東路三段,,木棉,14,6.3,2023-07-19,303876,2770554.09,5.0,都市平地,1,1,1,1
DA0011311013,大安區,忠孝東路三段,,木棉,13,2.5,2023-07-19,303877.04,2770553.9,5.0,都市平地,1,1,1,1
DA0011311014,大安區,忠孝東路三段,,木棉,13,3.6,2023-07-19,303880.71,2770553.33,5.0,都市平地,1,1,1,1
DA0011311015,大安區,忠孝東路三段,,木棉,14,6.4,2023-07-19,303881.58,2770553.22,5.0,都市平地,1,1,1,1
DA0011311016,大安區,忠孝東路三段,,木棉,15,6.2,2023-07-19,303882.99,2770553.66,5.0,都市平地,1,1,1,1
DA0011311017,大安區,忠孝東路三段,,木棉,17,6.3,2023-07-19,303884.87,2770552.81,5.0,都市平地,1,1,1,1
DA0011311018,大安區,忠孝東路三段,,木棉,14,7.1,2023-07-19,303887.24,2770553,5.0,都市平地,1,1,1,1
DA0011311019,大安區,忠孝東路三段,,木棉,14,3.8,2023-07-19,303889.11,2770552,5.0,都市平地,1,1,1,1
DA0011311020,大安區,忠孝東路三段,,木棉,12,5.9,2023-07-19,303889.77,2770551.86,5.0,都市平地,1,1,1,1
DA0011311021,大安區,忠孝東路三段,,木棉,14,6.15,2016-10-02,303891.73,2770552.62,5.0,都市平地,1,1,1,1
DA0011311022,大安區,忠孝東路三段,,木棉,21,8.4,2023-07-19,303893.02,2770551.33,5.0,都市平地,1,1,1,1
DA0011311023,大安區,忠孝東路三段,,木棉,13,5.4,2023-07-19,303895.34,2770551.7,5.0,都市平地,1,1,1,1
DA0011311024,大安區,忠孝東路三段,,木棉,14,7.2,2023-07-19,303897.41,2770550.72,5.0,都市平地,1,1,1,1
DA0011311025,大安區,忠孝東路三段,,木棉,13,7.2,2023-07-19,303899.54,2770551.09,5.0,都市平地,1,1,1,1
DA0011311026,大安區,忠孝東路三段,,木棉,13,5.2,2023-07-19,303900.99,2770549.97,5.0,都市平地,1,1,1,1
DA0011311027,大安區,忠孝東路三段,,木棉,15,4.4,2016-07-27,303903.84,2770550.78,5.0,都市平地,1,1,1,1
DA0011311028,大安區,忠孝東路三段,,木棉,14,6.5,2023-07-19,303905.09,2770549.37,5.0,都市平地,1,1,1,1
DA0011311029,大安區,忠孝東路三段,,木棉,17,8.7,2023-07-19,303907.66,2770549.83,5.0,都市平地,1,1,1,1
DA0011311030,大安區,忠孝東路三段,,木棉,17,6.2,2023-07-19,303909.18,2770548.78,5.0,都市平地,1,1,1,1
DA0011311031,大安區,忠孝東路三段,,木棉,12,2.57,2016-07-27,303911.72,2770549.6,5.0,都市平地,1,1,1,1
DA0011311033,大安區,忠孝東路三段,,木棉,12,4.53,2016-07-27,303917.17,2770548.62,5.0,都市平地,1,1,1,1
DA0011311034,大安區,忠孝東路三段,,木棉,20,7.3,2023-07-19,303917.49,2770547.52,5.0,都市平地,1,1,1,1
DA0011311035,大安區,忠孝東路三段,,木棉,18,7.1,2023-07-19,303919.94,2770547.99,5.0,都市平地,1,1,1,1
DA0011311036,大安區,忠孝東路三段,,木棉,17,7,2023-07-19,303921.65,2770546.73,5.0,都市平地,1,1,1,1
DA0011311037,大安區,忠孝東路三段,,木棉,14,4.95,2016-07-27,303924.44,2770547.43,5.0,都市平地,1,1,1,1
DA0011311038,大安區,忠孝東路三段,,木棉,14,7.2,2023-07-19,303925.68,2770546.34,5.0,都市平地,1,1,1,1
DA0011311039,大安區,忠孝東路三段,,木棉,13,7.5,2023-07-19,303928.12,2770546.53,5.0,都市平地,1,1,1,1
DA0011311040,大安區,忠孝東路三段,,木棉,16,7.2,2023-07-19,303929.77,2770545.54,5.0,都市平地,1,1,1,1
DA0011311041,大安區,忠孝東路三段,,木棉,15,6.7,2023-07-19,303932.54,2770546.01,5.0,都市平地,1,1,1,1
DA0011311042,大安區,忠孝東路三段,,木棉,17,7,2023-07-19,303933.93,2770544.95,5.0,都市平地,1,1,1,1
DA0011311043,大安區,忠孝東路三段,,木棉,15,7,2023-07-19,303936.7,2770545.28,5.0,都市平地,1,1,1,1
DA0011311044,大安區,忠孝東路三段,,木棉,14,6.1,2023-07-19,303937.75,2770544.36,5.0,都市平地,1,1,1,1
DA0011311045,大安區,忠孝東路三段,,木棉,14,6.3,2023-07-19,303940.59,2770544.62,5.0,都市平地,1,1,1,1
DA0011311046,大安區,忠孝東路三段,,木棉,15,3.7,2023-07-19,303942.04,2770543.5,5.0,都市平地,1,1,1,1
DA0011311047,大安區,忠孝東路三段,,木棉,17,8,2023-07-19,303944.55,2770543.83,5.0,都市平地,1,1,1,1
DA0011311048,大安區,忠孝東路三段,,木棉,15,6,2023-07-19,303946.13,2770542.97,5.0,都市平地,1,1,1,1
DA0011311049,大安區,忠孝東路三段,,木棉,16,6.9,2023-07-19,303948.77,2770543.1,5.0,都市平地,1,1,1,1
DA0011311050,大安區,忠孝東路三段,,木棉,14,6.7,2023-07-19,303950.16,2770542.51,5.0,都市平地,1,1,1,1
DA0011311051,大安區,忠孝東路三段,,木棉,14,6.8,2023-07-19,303952.8,2770543.04,5.0,都市平地,1,1,1,1
DA0011311053,大安區,忠孝東路三段,,木棉,13,6.5,2023-07-19,303956.96,2770541.98,5.0,都市平地,1,1,1,1
DA0011311054,大安區,忠孝東路三段,,木棉,15,7,2023-07-19,303958.48,2770541.12,5.0,都市平地,1,1,1,1
DA0011311055,大安區,忠孝東路三段,,木棉,15,6.9,2023-07-19,303961.05,2770541.39,5.0,都市平地,1,1,1,1
DA0011311056,大安區,忠孝東路三段,,木棉,17,7.2,2023-07-19,303962.5,2770540.53,5.0,都市平地,1,1,1,1
DA0011311057,大安區,忠孝東路三段,,木棉,14,5.5,2023-07-19,303965.21,2770541.25,5.0,都市平地,1,1,1,1
DA0011311058,大安區,忠孝東路三段,,木棉,13,5.2,2023-07-19,303966.59,2770539.8,5.0,都市平地,1,1,1,1
DA0011311059,大安區,忠孝東路三段,,木棉,14,7.7,2023-07-19,303969.3,2770539.93,5.0,都市平地,1,1,1,1
DA0011311060,大安區,忠孝東路三段,,木棉,13,4.1,2023-07-19,303970.68,2770539.01,5.0,都市平地,1,1,1,1
DA0011311061,大安區,忠孝東路三段,,木棉,20,7.5,2023-07-19,303973.32,2770539.34,5.0,都市平地,1,1,1,1
DA0011311062,大安區,忠孝東路三段,,木棉,16,7.1,2023-07-19,303974.91,2770538.35,5.0,都市平地,1,1,1,1
DA0011311063,大安區,忠孝東路三段,,木棉,15,7.4,2023-07-19,303977.55,2770539.21,5.0,都市平地,1,1,1,1
DA0011311064,大安區,忠孝東路三段,,木棉,17,7,2023-07-19,303979,2770537.56,5.0,都市平地,1,1,1,1
DA0011311065,大安區,忠孝東路三段,,木棉,17,8.4,2023-07-19,303981.64,2770538.15,5.0,都市平地,1,1,1,1
DA0011311066,大安區,忠孝東路三段,,木棉,15,7.3,2023-07-19,303983.36,2770537.03,5.0,都市平地,1,1,1,1
DA0011311067,大安區,忠孝東路三段,,木棉,21,8.5,2023-07-19,303985.73,2770537.36,5.0,都市平地,1,1,1,1
DA0011311068,大安區,忠孝東路三段,,木棉,14,4.8,2023-07-19,303987.05,2770536.37,5.0,都市平地,1,1,1,1
DA0011311069,大安區,忠孝東路三段,,木棉,20,7.6,2023-07-19,303989.76,2770536.96,5.0,都市平地,1,1,1,1
DA0011311070,大安區,忠孝東路三段,,木棉,22,9.4,2023-07-19,303991.21,2770535.71,5.0,都市平地,1,1,1,1
DA0011311072,大安區,忠孝東路三段,,木棉,16,8.1,2023-07-19,303995.3,2770535.18,5.0,都市平地,1,1,1,1
DA0011311073,大安區,忠孝東路三段,,木棉,26,9.2,2023-07-19,303997.94,2770535.45,5.0,都市平地,1,1,1,1
DA0011311074,大安區,忠孝東路三段,,木棉,18,8.7,2023-07-19,303999.58,2770534.52,5.0,都市平地,1,1,1,1
DA0011311075,大安區,忠孝東路三段,,木棉,17,8.5,2023-07-19,304002.1,2770534.86,5.0,都市平地,1,1,1,1
DA0011311076,大安區,忠孝東路三段,,木棉,15,7.8,2023-07-19,304003.44,2770533.85,5.0,都市平地,1,1,1,1
DA0011311077,大安區,忠孝東路三段,,木棉,19,8.1,2023-07-19,304006.19,2770534.35,5.0,都市平地,1,1,1,1
DA0011311078,大安區,忠孝東路三段,,木棉,18,8.1,2023-07-19,304007.64,2770533.12,5.0,都市平地,1,1,1,1
DA0011311079,大安區,忠孝東路三段,,木棉,20,9,2023-07-19,304010.33,2770533.62,5.0,都市平地,1,1,1,1
DA0011311080,大安區,忠孝東路三段,,木棉,16,7.8,2023-07-19,304011.79,2770532.5,5.0,都市平地,1,1,1,1
DA0011311081,大安區,忠孝東路三段,,木棉,17,7,2023-07-18,304026.58,2770530.97,5.0,都市平地,1,1,1,1
DA0011311082,大安區,忠孝東路三段,,木棉,24,8.2,2023-07-18,304028.17,2770529.93,5.0,都市平地,1,1,1,1
DA0011311083,大安區,忠孝東路三段,,木棉,18,7,2023-07-18,304034.9,2770529.76,5.0,都市平地,1,1,1,1
DA0011311084,大安區,忠孝東路三段,,木棉,14,6.8,2023-07-18,304036.63,2770528.38,5.0,都市平地,1,1,1,1
DA0011311085,大安區,忠孝東路三段,,木棉,10,4.21,2016-08-01,304038.95,2770529.38,5.0,都市平地,1,1,1,1
DA0011311086,大安區,忠孝東路三段,,木棉,31,8.8,2023-07-18,304043.14,2770528.48,5.0,都市平地,1,1,1,1
DA0011311087,大安區,忠孝東路三段,,木棉,14,6.1,2023-07-18,304047.6,2770527.9,5.0,都市平地,1,1,1,1
DA0011311088,大安區,忠孝東路三段,,木棉,32,9.2,2023-07-18,304056.33,2770525.49,5.0,都市平地,1,1,1,1
DA0011311090,大安區,忠孝東路三段,,木棉,15,9.5,2023-07-18,304059.83,2770524.31,5.0,都市平地,1,1,1,1
DA0011311091,大安區,忠孝東路三段,,木棉,26,10.1,2023-07-18,304063.95,2770523.76,5.0,都市平地,1,1,1,1
DA0011311092,大安區,忠孝東路三段,,木棉,21,10.7,2023-07-18,304068.44,2770524.67,5.0,都市平地,1,1,1,1
DA0011311093,大安區,忠孝東路三段,,木棉,26,8.4,2023-07-18,304072.23,2770522.58,5.0,都市平地,1,1,1,1
DA0011311094,大安區,忠孝東路三段,,木棉,29,12.7,2023-07-18,304072.81,2770523.95,5.0,都市平地,1,1,1,1
DA0011311095,大安區,忠孝東路三段,,木棉,29,12.7,2023-07-18,304076.36,2770523.69,5.0,都市平地,1,1,1,1
DA0011311096,大安區,忠孝東路三段,,木棉,25,11.6,2023-07-18,304080.61,2770521.21,5.0,都市平地,1,1,1,1
DA0011311097,大安區,忠孝東路三段,,木棉,23,10,2023-07-18,304084.88,2770521.88,5.0,都市平地,1,1,1,1
DA0011311098,大安區,忠孝東路三段,,木棉,11,4.75,2016-08-01,304084.89,2770520.7,5.0,都市平地,1,1,1,1
DA0011311099,大安區,忠孝東路三段,,木棉,24,10.2,2023-07-18,304088.83,2770519.83,5.0,都市平地,1,1,1,1
DA0011311100,大安區,忠孝東路三段,,木棉,27,11.7,2023-07-24,304251.99,2770504.14,5.0,都市平地,1,1,1,1
DA0011311101,大安區,忠孝東路三段,,木棉,27,10.8,2023-07-18,304097.8,2770518.47,5.0,都市平地,1,1,1,1
DA0011311102,大安區,忠孝東路三段,,木棉,24,5.82,2016-08-01,304107,2770518.36,5.0,都市平地,1,1,1,1
DA0011311103,大安區,忠孝東路三段,,木棉,32,10.5,2023-07-18,304093.23,2770521.06,5.0,都市平地,1,1,1,1
DA0011311104,大安區,忠孝東路三段,,木棉,30,10.7,2023-07-18,304122.51,2770514.78,5.0,都市平地,1,1,1,1
DA0011311105,大安區,忠孝東路三段,,木棉,28,11.3,2023-07-18,304126.67,2770515.58,5.0,都市平地,1,1,1,1
DA0011311106,大安區,忠孝東路三段,,木棉,22,5,2023-07-18,304130.24,2770513.42,5.0,都市平地,1,1,1,1
DA0011311107,大安區,忠孝東路三段,,木棉,33,9.6,2023-07-18,304134.35,2770514.03,5.0,都市平地,1,1,1,1
DA0011311108,大安區,忠孝東路三段,,木棉,39,13.1,2023-07-18,304140.78,2770512.19,5.0,都市平地,1,1,1,1
DA0011311109,大安區,忠孝東路三段,,木棉,34,13.7,2023-07-24,304244.39,2770504.16,5.0,都市平地,1,1,1,1
DA0011311110,大安區,忠孝東路三段,,木棉,38,2.6,2023-07-24,304259.78,2770503.35,5.0,都市平地,1,1,1,1
DA0011311111,大安區,忠孝東路三段,,木棉,6,11.5,2023-07-24,304268.66,2770504.06,5.0,都市平地,1,1,1,1
DA0011311112,大安區,忠孝東路三段,,木棉,32,7.6,2023-07-24,304272.6,2770503.67,5.0,都市平地,1,1,1,1
DA0011311113,大安區,忠孝東路三段,,木棉,24,7,2023-07-24,304275.34,2770503.86,5.0,都市平地,1,1,1,1
DA0011311115,大安區,忠孝東路三段,,木棉,48,14.2,2023-07-24,304290.43,2770503.48,5.0,都市平地,1,1,1,1
DA0011311116,大安區,忠孝東路三段,,木棉,45,14.6,2023-07-24,304297.55,2770503.74,5.0,都市平地,1,1,1,1
DA0011311117,大安區,忠孝東路三段,,木棉,35,11.6,2023-07-24,304303.84,2770503.39,5.0,都市平地,1,1,1,1
DA0011311118,大安區,忠孝東路三段,,木棉,31,10.6,2023-07-24,304311.55,2770503.69,5.0,都市平地,1,1,1,1
DA0011311120,大安區,忠孝東路三段,,木棉,21,9.5,2023-07-24,304324.69,2770503.11,5.0,都市平地,1,1,1,1
DA0011311121,大安區,忠孝東路三段,,木棉,28,11.1,2023-07-24,304331.27,2770503.42,5.0,都市平地,1,1,1,1
DA0011311122,大安區,忠孝東路三段,,木棉,48,9.8,2023-07-24,304346.92,2770502.96,5.0,都市平地,1,1,1,1
DA0011311123,大安區,忠孝東路三段,,木棉,36,16,2023-07-24,304359.07,2770502.95,4.0,都市平地,1,1,1,1
DA0011311124,大安區,忠孝東路三段,,木棉,25,10.1,2023-07-24,304365.33,2770503.07,5.0,都市平地,1,1,1,1
DA0011311125,大安區,忠孝東路三段,,木棉,25,11.9,2023-07-24,304372.18,2770503.01,5.0,都市平地,1,1,1,1
DA0011311126,大安區,忠孝東路三段,,木棉,26,9.2,2023-07-24,304380.05,2770502.8,5.0,都市平地,1,1,1,1
DA0011311127,大安區,忠孝東路三段,,木棉,30,11.1,2023-07-24,304387.16,2770503.14,5.0,都市平地,1,1,1,1
DA0011311128,大安區,忠孝東路三段,,木棉,20,9.8,2023-07-24,304392.84,2770502.88,5.0,都市平地,1,1,1,1
DA0011311129,大安區,忠孝東路三段,,木棉,28,11.5,2023-07-24,304397.44,2770502.82,5.0,都市平地,1,1,1,1
DA0011311130,大安區,忠孝東路三段,,木棉,28,12,2023-07-24,304401.17,2770502.71,5.0,都市平地,1,1,1,1
DA0011311131,大安區,忠孝東路三段,,木棉,18,11,2023-07-24,304405.77,2770502.8,5.0,都市平地,1,1,1,1
DA0011311132,大安區,忠孝東路三段,,木棉,17,9.5,2023-07-24,304410.77,2770503.27,5.0,都市平地,1,1,1,1
DA0011311133,大安區,忠孝東路三段,,木棉,32,11.9,2023-07-24,304414.12,2770503.24,5.0,都市平地,1,1,1,1
DA0011311134,大安區,忠孝東路三段,,木棉,18,10.1,2023-07-24,304510.99,2770501.67,5.0,都市平地,1,1,1,1
DA0011311135,大安區,忠孝東路三段,,木棉,25,11.7,2023-07-24,304514.63,2770501.78,5.0,都市平地,1,1,1,1
DA0011311136,大安區,忠孝東路三段,,木棉,18,9.1,2023-07-24,304520.2,2770501.67,5.0,都市平地,1,1,1,1
DA0011311139-001,大安區,忠孝東路三段,安全島,木棉,8,3,2020-03-04,304561,2770501.01,6.0,都市平地,1,1,1,1
DA0011311141,大安區,忠孝東路三段,,木棉,22,8.5,2023-07-24,304577.92,2770501.39,5.0,都市平地,1,1,1,1
DA0011311142,大安區,忠孝東路三段,,木棉,18,10.7,2023-07-24,304583.8,2770501.33,6.0,都市平地,1,1,1,1
DA0011311143,大安區,忠孝東路三段,,木棉,36,9.7,2016-08-01,304597.29,2770501.25,6.0,都市平地,1,1,1,1
DA0011311145,大安區,忠孝東路三段,,木棉,26,11.6,2023-07-24,304615.82,2770501.01,6.0,都市平地,1,1,1,1
DA0011311146,大安區,忠孝東路三段,,木棉,29,11.2,2023-07-24,304622,2770500.72,6.0,都市平地,1,1,1,1
DA0011311147,大安區,忠孝東路三段,,木棉,39,9.1,2023-07-24,304634.44,2770500.84,6.0,都市平地,1,1,1,1
DA0011311148,大安區,忠孝東路三段,,木棉,21,8.5,2023-07-24,304640.01,2770500.64,6.0,都市平地,1,1,1,1
DA0011311149,大安區,忠孝東路三段,,木棉,38,12.9,2023-07-24,304646.79,2770500.44,6.0,都市平地,1,1,1,1
DA0011311150,大安區,忠孝東路三段,,木棉,16,7.9,2023-07-24,304674.85,2770500.25,6.0,都市平地,1,1,1,1
DA0011311151,大安區,忠孝東路三段,,木棉,20,8.8,2023-07-24,304680.12,2770500.06,6.0,都市平地,1,1,1,1
DA0011311152,大安區,忠孝東路三段,,木棉,26,10.7,2023-07-24,304684.89,2770500.21,6.0,都市平地,1,1,1,1
DA0011311153,大安區,忠孝東路三段,,木棉,16,6.8,2023-07-24,304689.73,2770500.36,6.0,都市平地,1,1,1,1
DA0011311154,大安區,忠孝東路三段,,木棉,19,8.7,2023-07-24,304695.09,2770500.25,6.0,都市平地,1,1,1,1
DA0011311155,大安區,忠孝東路三段,,木棉,19,7.8,2023-07-24,304699.86,2770500.14,6.0,都市平地,1,1,1,1
DA0011311156,大安區,忠孝東路三段,,木棉,20,9.1,2023-07-24,304705.04,2770500.12,5.0,都市平地,1,1,1,1
DA0011311157,大安區,忠孝東路三段,,木棉,22,9.3,2023-07-24,304709.72,2770499.76,5.0,都市平地,1,1,1,1
DA0011311158,大安區,忠孝東路三段,,木棉,25,9.4,2023-07-24,304715.42,2770499.82,5.0,都市平地,1,1,1,1
DA0011311159,大安區,忠孝東路三段,,木棉,21,9.3,2023-07-24,304720.95,2770499.88,6.0,都市平地,1,1,1,1
DA0011311160,大安區,忠孝東路三段,,木棉,26,10.9,2023-07-24,304725.46,2770499.95,5.0,都市平地,1,1,1,1
DA0011341001,大安區,忠孝東路三段,,白千層,27,12.4,2023-07-18,303808.62,2770548.64,5.0,都市平地,1,1,1,1
DA0011341002,大安區,忠孝東路三段,,白千層,29,10.8,2023-07-18,303813.39,2770548.03,5.0,都市平地,1,1,1,1
DA0011341003-001,大安區,忠孝東路三段,忠孝東路三段6號第3株,白千層,8,12,2023-07-18,303818.09,2770547.41,5.0,都市平地,1,1,1,1
DA0011341004-001,大安區,忠孝東路三段,忠孝東路三段6號第4株,白千層,8,11.5,2023-07-18,303823.26,2770546.56,5.0,都市平地,1,1,1,1
DA0011341005,大安區,忠孝東路三段,,白千層,34,10.6,2023-07-18,303830.86,2770545.4,5.0,都市平地,1,1,1,1
DA0011341006,大安區,忠孝東路三段,,白千層,24,10.3,2023-07-18,303833.94,2770544.89,5.0,都市平地,1,1,1,1
DA0011341008,大安區,忠孝東路三段,,白千層,31,9.6,2023-07-18,303840.54,2770543.56,5.0,都市平地,1,1,1,1
DA0011341009,大安區,忠孝東路三段,,白千層,25,8.6,2023-07-18,303859.76,2770540.57,5.0,都市平地,1,1,1,1
DA0011341010,大安區,忠孝東路三段,,白千層,25,8.8,2023-07-18,303864.27,2770539.85,5.0,都市平地,1,1,1,1
DA0011341011,大安區,忠孝東路三段,,白千層,42,8.8,2023-07-18,303869.2,2770539.28,5.0,都市平地,1,1,1,1
